ITERATION,NUMBER_SAMPLES,FUNCTION_INDEX,OBJECTIVE_MEAN,OBJECTIVE_MIN,OBJECTIVE_MAX,CRITERION_INDEX,CRITERION_MEAN,CRITERION_MIN,CRITERION_MAX
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24301034848238842,0.2410490685908839,0.24497162837389294,0,0.6898430468749991,0.6840253753121319,0.6956607184378663
7,3200,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24301034848238842,0.2410490685908839,0.24497162837389294,1,0.24301034848238842,0.2410490685908839,0.24497162837389294
8,6400,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V1", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V2", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V3", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V4", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V5", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V6", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V7", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V8", Lame MP3 Compression V9},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 320},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 256},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24285934343539636,0.2414743828378665,0.2442443040329262,0,0.6895213671875013,0.6853989092712334,0.6936438251037693
8,6400,{Lame MP3 Compression V9", Lame Constant MP3 Compression Bitrate 128},0.24285934343539636,0.2414743828378665,0.2442443040329262,1,0.24285934343539636,0.2414743828378665,0.2442443040329262
