SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,COMPRESSION_RATIO
4179,Lame MP3 Compression V4,3,0.44875,0.08814674040699537
4179,Lame MP3 Compression V5,4,0.53475,0.07161922658068373
4179,Lame MP3 Compression V6,5,0.688,0.06111336507868719
4179,Lame MP3 Compression V7,6,0.62775,0.05630885524545707
4179,Lame MP3 Compression V8,7,0.60825,0.05419487091883581
4179,Lame MP3 Compression V9,8,0.7845,0.0416444235655869
4180,Lame MP3 Compression V1,0,0.04,0.1491319852234631
4180,Lame MP3 Compression V2,1,0.0755,0.13017018641498154
4180,Lame MP3 Compression V3,2,0.1455,0.12017680596186286
4180,Lame MP3 Compression V4,3,0.292,0.10621169737994064
4180,Lame MP3 Compression V5,4,0.514,0.08724989857145908
4180,Lame MP3 Compression V6,5,0.69975,0.07571907497170678
4180,Lame MP3 Compression V7,6,0.67975,0.07033802395848904
4180,Lame MP3 Compression V8,7,0.78125,0.06982554290961115
4180,Lame MP3 Compression V9,8,0.90725,0.055113066131408685
4181,Lame MP3 Compression V1,0,0.03525,0.1286587851610273
4181,Lame MP3 Compression V2,1,0.0745,0.1056665307786384
4181,Lame MP3 Compression V3,2,0.15375,0.08878923766816144
4181,Lame MP3 Compression V4,3,0.3295,0.07313493681206686
4181,Lame MP3 Compression V5,4,0,0.05760293518141052
4181,Lame MP3 Compression V6,5,0.645,0.049898083978801466
4181,Lame MP3 Compression V7,6,0,0.04788014675907053
4181,Lame MP3 Compression V8,7,0.64475,0.040236445169180596
4181,Lame MP3 Compression V9,8,0,0.028888096208724012
4182,Lame MP3 Compression V1,0,0.06775,0.14675907052588666
4182,Lame MP3 Compression V2,1,0.10825,0.1298817774154097
4182,Lame MP3 Compression V3,2,0.14275,0.12254382388911537
4182,Lame MP3 Compression V4,3,0.2675,0.11251528740317979
4182,Lame MP3 Compression V5,4,0.456,0.09857317570322055
4182,Lame MP3 Compression V6,5,0.663,0.08560945780676722
4182,Lame MP3 Compression V7,6,0.69625,0.07539747248267428
4182,Lame MP3 Compression V8,7,0.924,0.06127191194455769
4182,Lame MP3 Compression V9,8,0.9555,0.051549123522217695
4183,Lame MP3 Compression V1,0,0.05525,0.1470836313940701
4183,Lame MP3 Compression V2,1,0.08175,0.1260716840520601
4183,Lame MP3 Compression V3,2,0.135,0.11505322386051825
4183,Lame MP3 Compression V4,3,0.29775,0.10095984454575543
4183,Lame MP3 Compression V5,4,0.4805,0.0846883975187111
4183,Lame MP3 Compression V6,5,0.6455,0.07136374798475352
4183,Lame MP3 Compression V7,6,0.60225,0.06591857870404971
4183,Lame MP3 Compression V8,7,0.64875,0.06636700440951944
4183,Lame MP3 Compression V9,8,0.8455,0.052193549075922746
4184,Lame MP3 Compression V1,0,0.047,0.14682582050351264
4184,Lame MP3 Compression V2,1,0.101,0.12632657854839743
4184,Lame MP3 Compression V3,2,0.18375,0.11479575494864513
4184,Lame MP3 Compression V4,3,0.37025,0.10147124767782024
4184,Lame MP3 Compression V5,4,0.52725,0.08379065149153339
4184,Lame MP3 Compression V6,5,0.7035,0.07200358736734215
4184,Lame MP3 Compression V7,6,0.70375,0.06438043176528369
4184,Lame MP3 Compression V8,7,0.6805,0.059191561145395144
4184,Lame MP3 Compression V9,8,0.85075,0.04733509854583502
4185,Lame MP3 Compression V1,0,0.03975,0.14871434249549026
4185,Lame MP3 Compression V2,1,0.04275,0.1320818173479683
4185,Lame MP3 Compression V3,2,0.08425,0.12449934264836274
4185,Lame MP3 Compression V4,3,0.18825,0.11226954474577308
4185,Lame MP3 Compression V5,4,0.46075,0.09233497416455193
4185,Lame MP3 Compression V6,5,0.5955,0.08340722169566148
4185,Lame MP3 Compression V7,6,0.59875,0.07502981013238756
4185,Lame MP3 Compression V8,7,0.902,0.06212737334515547
4185,Lame MP3 Compression V9,8,0.9405,0.05168108763669347
4186,Lame MP3 Compression V1,0,0.043,0.1421116999592336
4186,Lame MP3 Compression V2,1,0.04775,0.1200978393803506
4186,Lame MP3 Compression V3,2,0.104,0.10517733387688545
4186,Lame MP3 Compression V4,3,0.2275,0.09037912759885854
4186,Lame MP3 Compression V5,4,0.46325,0.07252344068487566
4186,Lame MP3 Compression V6,5,0.70925,0.059192825112107626
4186,Lame MP3 Compression V7,6,0.6245,0.05264981655116184
4186,Lame MP3 Compression V8,7,0.595,0.04965348552792499
4186,Lame MP3 Compression V9,8,0,0.0375
4187,Lame MP3 Compression V1,0,0.05225,0.14170101001473384
4187,Lame MP3 Compression V2,1,0.136,0.12145800858405757
4187,Lame MP3 Compression V3,2,0.229,0.11223334970425573
4187,Lame MP3 Compression V4,3,0.31325,0.10044628558006449
4187,Lame MP3 Compression V5,4,0.529,0.08122824624714399
4187,Lame MP3 Compression V6,5,0.71325,0.06892870107407487
4187,Lame MP3 Compression V7,6,0.6785,0.06303516901197924
4187,Lame MP3 Compression V8,7,0.6605,0.060472763767589845
4187,Lame MP3 Compression V9,8,0.8455,0.04720163993935641
4188,Lame MP3 Compression V1,0,0.04125,0.13037097431716266
4188,Lame MP3 Compression V2,1,0.08325,0.11031390134529148
4188,Lame MP3 Compression V3,2,0.17675,0.09196901752955565
4188,Lame MP3 Compression V4,3,0.34475,0.07692621280065226
4188,Lame MP3 Compression V5,4,0.55625,0.060415817366490016
4188,Lame MP3 Compression V6,5,0,0.05038728088055442
4188,Lame MP3 Compression V7,6,0,0.048063595597227886
4188,Lame MP3 Compression V8,7,0.71975,0.04133713819812475
4188,Lame MP3 Compression V9,8,0,0.029683041174072566
4189,Lame MP3 Compression V1,0,0.059,0.14298221263692854
4189,Lame MP3 Compression V2,1,0.086,0.12171424910849651
4189,Lame MP3 Compression V3,2,0.169,0.10864598236211057
4189,Lame MP3 Compression V4,3,0.383,0.09378403194465204
4189,Lame MP3 Compression V5,4,0.537,0.07533471418504836
4189,Lame MP3 Compression V6,5,0.69,0.06482885268305183
4189,Lame MP3 Compression V7,6,0.6395,0.059575921932053556
4189,Lame MP3 Compression V8,7,0.59175,0.058294719309858856
4189,Lame MP3 Compression V9,8,0.756,0.04455915953107984
4190,Lame MP3 Compression V1,0,0.0575,0.14553607827150428
4190,Lame MP3 Compression V2,1,0.06725,0.12254382388911537
4190,Lame MP3 Compression V3,2,0.12675,0.11055849979616796
4190,Lame MP3 Compression V4,3,0.259,0.09221361598043212
4190,Lame MP3 Compression V5,4,0.501,0.07313493681206686
4190,Lame MP3 Compression V6,5,0.6615,0.061149612719119444
4190,Lame MP3 Compression V7,6,0.5955,0.05650224215246637
4190,Lame MP3 Compression V8,7,0.5785,0.05613534447615165
4190,Lame MP3 Compression V9,8,0.7535,0.04213717896453322
4191,Lame MP3 Compression V1,0,0.0505,0.1355075417855687
4191,Lame MP3 Compression V2,1,0.10025,0.1122706889523033
4191,Lame MP3 Compression V3,2,0.1915,0.09588259274357928
4191,Lame MP3 Compression V4,3,0.4095,0.07900529963310232
4191,Lame MP3 Compression V5,4,0,0.06310640032613127
4191,Lame MP3 Compression V6,5,0,0.05405625764370159
4191,Lame MP3 Compression V7,6,0,0.04879739094985732
4191,Lame MP3 Compression V8,7,0.625,0.04561761108846311
4191,Lame MP3 Compression V9,8,0,0.034055238483489604
4192,Lame MP3 Compression V1,0,0.03825,0.13770892784345698
4192,Lame MP3 Compression V2,1,0.07525,0.11471667346106808
4192,Lame MP3 Compression V3,2,0.13025,0.09832857725234406
4192,Lame MP3 Compression V4,3,0.33575,0.07973909498573176
4192,Lame MP3 Compression V5,4,0,0.061394211169995924
4192,Lame MP3 Compression V6,5,0,0.050509580105992664
4192,Lame MP3 Compression V7,6,0,0.0484304932735426
4192,Lame MP3 Compression V8,7,0,0.042070933550754176
4192,Lame MP3 Compression V9,8,0,0.029020587036282103
4193,Lame MP3 Compression V1,0,0.04825,0.1430900937627395
4193,Lame MP3 Compression V2,1,0.074,0.1254790052996331
4193,Lame MP3 Compression V3,2,0.14,0.11569506726457399
4193,Lame MP3 Compression V4,3,0.3435,0.10150835711373828
4193,Lame MP3 Compression V5,4,0.5075,0.08622095393395841
4193,Lame MP3 Compression V6,5,0.74875,0.07435792906644925
4193,Lame MP3 Compression V7,6,0.7585,0.06640847941296371
4193,Lame MP3 Compression V8,7,0.84975,0.058948226661231146
4193,Lame MP3 Compression V9,8,0.91675,0.04929677945373013
4194,Lame MP3 Compression V1,0,0.02675,0.14195725053917277
4194,Lame MP3 Compression V2,1,0.026,0.11966432491298498
4194,Lame MP3 Compression V3,2,0.06125,0.10147124767782024
4194,Lame MP3 Compression V4,3,0.204,0.0845593730648502
4194,Lame MP3 Compression V5,4,0.44625,0.06815997950075804
4194,Lame MP3 Compression V6,5,0.59125,0.056885396425444684
4194,Lame MP3 Compression V7,6,0.571,0.05035126305225171
4194,Lame MP3 Compression V8,7,0.57625,0.045482693087911856
4194,Lame MP3 Compression V9,8,0,0.03609254553607653
4195,Lame MP3 Compression V1,0,0.0765,0.13734492109927185
4195,Lame MP3 Compression V2,1,0.136,0.11838312229079029
4195,Lame MP3 Compression V3,2,0.2085,0.10659605816659905
4195,Lame MP3 Compression V4,3,0.4295,0.09160598748692106
4195,Lame MP3 Compression V5,4,0.53625,0.07443787234951207
4195,Lame MP3 Compression V6,5,0.6775,0.0649569729452713
4195,Lame MP3 Compression V7,6,0.594,0.060344643505370374
4195,Lame MP3 Compression V8,7,0.58175,0.05611667485212787
4195,Lame MP3 Compression V9,8,0,0.043726377826653284
4196,Lame MP3 Compression V1,0,0.03875,0.14675907052588666
4196,Lame MP3 Compression V2,1,0.1115,0.12694659600489197
4196,Lame MP3 Compression V3,2,0.19275,0.11569506726457399
4196,Lame MP3 Compression V4,3,0.32,0.10297594781899715
4196,Lame MP3 Compression V5,4,0.5565,0.08304117407256421
4196,Lame MP3 Compression V6,5,0.78875,0.07007745617611089
4196,Lame MP3 Compression V7,6,0.73575,0.06365674684060334
4196,Lame MP3 Compression V8,7,0.86125,0.059192825112107626
4196,Lame MP3 Compression V9,8,0.9165,0.04717692621280065
4197,Lame MP3 Compression V1,0,0.05625,0.13844272319608641
4197,Lame MP3 Compression V2,1,0.139,0.1200978393803506
4197,Lame MP3 Compression V3,2,0.1605,0.11129229514879739
4197,Lame MP3 Compression V4,3,0.37975,0.09808397880146759
4197,Lame MP3 Compression V5,4,0.56325,0.07851610273134937
4197,Lame MP3 Compression V6,5,0.814,0.06567468406033429
4197,Lame MP3 Compression V7,6,0.706,0.060354667753770894
4197,Lame MP3 Compression V8,7,0.693,0.05760293518141052
4197,Lame MP3 Compression V9,8,0.84825,0.045449449653485526
4198,Lame MP3 Compression V1,0,0.04475,0.1462698736241337
4198,Lame MP3 Compression V2,1,0.05725,0.12205462698736241
4198,Lame MP3 Compression V3,2,0.1215,0.10713412148389727
4198,Lame MP3 Compression V4,3,0.34,0.08988993069710559
4198,Lame MP3 Compression V5,4,0.5165,0.07240114145943742
4198,Lame MP3 Compression V6,5,0.6795,0.06237260497350183
4198,Lame MP3 Compression V7,6,0.58225,0.05466775377089279
4198,Lame MP3 Compression V8,7,0.55225,0.0534447615165104
4198,Lame MP3 Compression V9,8,0,0.04306461475743987
4199,Lame MP3 Compression V1,0,0.035,0.13134936812066858
4199,Lame MP3 Compression V2,1,0.09575,0.11324908275580921
4199,Lame MP3 Compression V3,2,0.20675,0.09930697105584999
4199,Lame MP3 Compression V4,3,0.40175,0.08353037097431716
4199,Lame MP3 Compression V5,4,0.5255,0.06873216469629026
4199,Lame MP3 Compression V6,5,0,0.058948226661231146
4199,Lame MP3 Compression V7,6,0.57625,0.05246636771300448
4199,Lame MP3 Compression V8,7,0.5445,0.05087647778230738
4199,Lame MP3 Compression V9,8,0,0.039619853240929474
4200,Lame MP3 Compression V1,0,0.044,0.14700217078912772
4200,Lame MP3 Compression V2,1,0.0865,0.1252331305225181
4200,Lame MP3 Compression V3,2,0.108,0.11300333261992845
4200,Lame MP3 Compression V4,3,0.2795,0.09490323172409576
4200,Lame MP3 Compression V5,4,0.47075,0.07692542880728896
4200,Lame MP3 Compression V6,5,0.661,0.06579631271593236
4200,Lame MP3 Compression V7,6,0.57375,0.061638181429051885
4200,Lame MP3 Compression V8,7,0.56425,0.05955911578561164
4200,Lame MP3 Compression V9,8,0.7365,0.044124091682718275
4201,Lame MP3 Compression V1,0,0.0325,0.14580241509272804
4201,Lame MP3 Compression V2,1,0.071,0.1265841705725969
4201,Lame MP3 Compression V3,2,0.16925,0.11556571038105508
4201,Lame MP3 Compression V4,3,0.314,0.10224106084709751
4201,Lame MP3 Compression V5,4,0.51225,0.08276657306669799
4201,Lame MP3 Compression V6,5,0.827,0.06957004516287463
4201,Lame MP3 Compression V7,6,0.694,0.06342020691643267
4201,Lame MP3 Compression V8,7,0.60775,0.06085777431374852
4201,Lame MP3 Compression V9,8,0.867,0.04594761960688013
4202,Lame MP3 Compression V1,0,0.0555,0.14284549531186302
4202,Lame MP3 Compression V2,1,0.0815,0.12058703628210354
4202,Lame MP3 Compression V3,2,0.101,0.10615572768039136
4202,Lame MP3 Compression V4,3,0.26275,0.09074602527517325
4202,Lame MP3 Compression V5,4,0.488,0.07142274765593151
4202,Lame MP3 Compression V6,5,0.69375,0.06066041581736649
4202,Lame MP3 Compression V7,6,0.59375,0.056869139828781085
4202,Lame MP3 Compression V8,7,0.57625,0.05222176926212801
4202,Lame MP3 Compression V9,8,0,0.04120974317162658
4203,Lame MP3 Compression V1,0,0.06375,0.14284549531186302
4203,Lame MP3 Compression V2,1,0.079,0.12205462698736241
4203,Lame MP3 Compression V3,2,0.134,0.10909090909090909
4203,Lame MP3 Compression V4,3,0.396,0.09417040358744394
4203,Lame MP3 Compression V5,4,0.52425,0.07472482674276396
4203,Lame MP3 Compression V6,5,0.64175,0.06469629025682837
4203,Lame MP3 Compression V7,6,0.62,0.058703628210354665
4203,Lame MP3 Compression V8,7,0.58225,0.05931512433754586
4203,Lame MP3 Compression V9,8,0,0.04677435792906645
4204,Lame MP3 Compression V1,0,0.046,0.1330615572768039
4204,Lame MP3 Compression V2,1,0.08625,0.11398287810843864
4204,Lame MP3 Compression V3,2,0.19325,0.09808397880146759
4204,Lame MP3 Compression V4,3,0.34675,0.08169588259274357
4204,Lame MP3 Compression V5,4,0,0.06555238483489605
4204,Lame MP3 Compression V6,5,0,0.05625764370158989
4204,Lame MP3 Compression V7,6,0,0.05099877700774562
4204,Lame MP3 Compression V8,7,0.59025,0.04794129637178964
4204,Lame MP3 Compression V9,8,0,0.03683754586220954
4205,Lame MP3 Compression V1,0,0.07575,0.14577919099886874
4205,Lame MP3 Compression V2,1,0.10225,0.12425474669031095
4205,Lame MP3 Compression V3,2,0.161,0.1152046962423946
4205,Lame MP3 Compression V4,3,0.31425,0.10346409025590853
4205,Lame MP3 Compression V5,4,0.52425,0.08304032775858379
4205,Lame MP3 Compression V6,5,0.73775,0.06922065612865748
4205,Lame MP3 Compression V7,6,0.65975,0.0629223102088238
4205,Lame MP3 Compression V8,7,0.62475,0.06408414100956981
4205,Lame MP3 Compression V9,8,0.76475,0.04862873391017213
4206,Lame MP3 Compression V1,0,0.035,0.15042804728903383
4206,Lame MP3 Compression V2,1,0.125,0.12816958825927435
4206,Lame MP3 Compression V3,2,0.08125,0.11324908275580921
4206,Lame MP3 Compression V4,3,0.18525,0.09588259274357928
4206,Lame MP3 Compression V5,4,0.35825,0.07399103139013453
4206,Lame MP3 Compression V6,5,0.741,0.05650224215246637
4206,Lame MP3 Compression V7,6,0.5825,0.051732572360375054
4206,Lame MP3 Compression V8,7,0.5735,0.050509580105992664
4206,Lame MP3 Compression V9,8,0,0.03524765593151243
4207,Lame MP3 Compression V1,0,0,0.14064267587978108
4207,Lame MP3 Compression V2,1,0,0.12156419115174122
4207,Lame MP3 Compression V3,2,0,0.1081114134588926
4207,Lame MP3 Compression V4,3,0,0.08132815605222124
4207,Lame MP3 Compression V5,4,0,0.04708472192497019
4207,Lame MP3 Compression V6,5,0,0.046595530008866605
4207,Lame MP3 Compression V7,6,0,0.047329317883021985
4207,Lame MP3 Compression V8,7,0,0.019812272602195247
4207,Lame MP3 Compression V9,8,0,0.012989064522375434
4208,Lame MP3 Compression V1,0,0.0355,0.14724826742763963
4208,Lame MP3 Compression V2,1,0.0385,0.12376681614349776
4208,Lame MP3 Compression V3,2,0.09375,0.10835711373827965
4208,Lame MP3 Compression V4,3,0.205,0.09258051365674684
4208,Lame MP3 Compression V5,4,0.43175,0.07460252751732573
4208,Lame MP3 Compression V6,5,0.59475,0.062005707297187115
4208,Lame MP3 Compression V7,6,0.5545,0.05907052588666938
4208,Lame MP3 Compression V8,7,0.531,0.05320016306563392
4208,Lame MP3 Compression V9,8,0.68425,0.0429372197309417
4209,Lame MP3 Compression V1,0,0.027,0.13862612372146654
4209,Lame MP3 Compression V2,1,0.0485,0.11556447652196195
4209,Lame MP3 Compression V3,2,0.06975,0.09839636138455296
4209,Lame MP3 Compression V4,3,0.18625,0.07469411287395102
4209,Lame MP3 Compression V5,4,0,0.05291366829664111
4209,Lame MP3 Compression V6,5,0,0.04714825649676496
4209,Lame MP3 Compression V7,6,0,0.04804509833230125
4209,Lame MP3 Compression V8,7,0,0.033567508701501145
4209,Lame MP3 Compression V9,8,0,0.023739616920415964
4210,Lame MP3 Compression V1,0,0.04625,0.14592897866797633
4210,Lame MP3 Compression V2,1,0.10025,0.12504537592620274
4210,Lame MP3 Compression V3,2,0.194,0.11556447652196195
4210,Lame MP3 Compression V4,3,0.328,0.1030086908244539
4210,Lame MP3 Compression V5,4,0.4995,0.08558433516260597
4210,Lame MP3 Compression V6,5,0.70375,0.0726441886784395
4210,Lame MP3 Compression V7,6,0.65775,0.06726313766522175
4210,Lame MP3 Compression V8,7,0.65425,0.06521321346971024
4210,Lame MP3 Compression V9,8,0.8395,0.05067156370780039
4211,Lame MP3 Compression V1,0,0.076,0.13844272319608641
4211,Lame MP3 Compression V2,1,0.142,0.11911944557684467
4211,Lame MP3 Compression V3,2,0.18225,0.10835711373827965
4211,Lame MP3 Compression V4,3,0.43325,0.09514879739094986
4211,Lame MP3 Compression V5,4,0.51475,0.07937219730941704
4211,Lame MP3 Compression V6,5,0.766,0.06506318793314309
4211,Lame MP3 Compression V7,6,0.6155,0.062005707297187115
4211,Lame MP3 Compression V8,7,0.59525,0.05968202201386058
4211,Lame MP3 Compression V9,8,0,0.04346208724011415
4212,Lame MP3 Compression V1,0,0.00675,0.15143814994341356
4212,Lame MP3 Compression V2,1,0.02175,0.12965770536610366
4212,Lame MP3 Compression V3,2,0.04675,0.10992718498430527
4212,Lame MP3 Compression V4,3,0.11225,0.09045290512694583
4212,Lame MP3 Compression V5,4,0.226,0.06931306186073327
4212,Lame MP3 Compression V6,5,0.362,0.052401187247763235
4212,Lame MP3 Compression V7,6,0,0.048621639512288865
4212,Lame MP3 Compression V8,7,0,0.042023446007986166
4212,Lame MP3 Compression V9,8,0,0.026931946787384423
4213,Lame MP3 Compression V1,0,0.0295,0.13281695882592742
4213,Lame MP3 Compression V2,1,0.08025,0.11055849979616796
4213,Lame MP3 Compression V3,2,0.157,0.09539339584182634
4213,Lame MP3 Compression V4,3,0.33,0.08194048104362006
4213,Lame MP3 Compression V5,4,0.543,0.06640847941296371
4213,Lame MP3 Compression V6,5,0,0.05650224215246637
4213,Lame MP3 Compression V7,6,0.59175,0.05191602119853241
4213,Lame MP3 Compression V8,7,0.57375,0.048063595597227886
4213,Lame MP3 Compression V9,8,0,0.03789747248267428
4214,Lame MP3 Compression V1,0,0.02375,0.1422134910636117
4214,Lame MP3 Compression V2,1,0.05675,0.12299545173069121
4214,Lame MP3 Compression V3,2,0.06275,0.10992718498430527
4214,Lame MP3 Compression V4,3,0.117,0.08660929726036172
4214,Lame MP3 Compression V5,4,0.36675,0.057141636949883626
4214,Lame MP3 Compression V6,5,0.76375,0.04958254147893489
4214,Lame MP3 Compression V7,6,0.677,0.048621639512288865
4214,Lame MP3 Compression V8,7,0.6915,0.03215818581708697
4214,Lame MP3 Compression V9,8,0,0.020130896201234226
4215,Lame MP3 Compression V1,0,0.04,0.14284549531186302
4215,Lame MP3 Compression V2,1,0.11925,0.1210762331838565
4215,Lame MP3 Compression V3,2,0.2075,0.11104769669792092
4215,Lame MP3 Compression V4,3,0.33075,0.09783938035059112
4215,Lame MP3 Compression V5,4,0.52475,0.08022829188748472
4215,Lame MP3 Compression V6,5,0.679,0.06897676314716673
4215,Lame MP3 Compression V7,6,0.63725,0.0616388096208724
4215,Lame MP3 Compression V8,7,0.625,0.0572360375050958
4215,Lame MP3 Compression V9,8,0.80575,0.045852017937219734
4216,Lame MP3 Compression V1,0,0.024,0.1465144720750102
4216,Lame MP3 Compression V2,1,0.04925,0.12596820220138605
4216,Lame MP3 Compression V3,2,0.0665,0.11104769669792092
4216,Lame MP3 Compression V4,3,0.12575,0.09282511210762331
4216,Lame MP3 Compression V5,4,0.292,0.07178964533224623
4216,Lame MP3 Compression V6,5,0.59675,0.05613534447615165
4216,Lame MP3 Compression V7,6,0,0.04898083978801467
4216,Lame MP3 Compression V8,7,0,0.04500611496127191
4216,Lame MP3 Compression V9,8,0,0.029815532001630656
4217,Lame MP3 Compression V1,0,0.047,0.15220687151673037
4217,Lame MP3 Compression V2,1,0.0955,0.13401379428156562
4217,Lame MP3 Compression V3,2,0.08525,0.12478913540176378
4217,Lame MP3 Compression V4,3,0.243,0.1101834255087442
4217,Lame MP3 Compression V5,4,0.47975,0.09352779142021311
4217,Lame MP3 Compression V6,5,0.713,0.0807157651982661
4217,Lame MP3 Compression V7,6,0.70475,0.0730285494650979
4217,Lame MP3 Compression V8,7,0.839,0.06739125792744123
4217,Lame MP3 Compression V9,8,0.915,0.05566825393435972
4218,Lame MP3 Compression V1,0,0.061,0.1460570989301958
4218,Lame MP3 Compression V2,1,0.08125,0.12786402169503108
4218,Lame MP3 Compression V3,2,0.182,0.11735816019303452
4218,Lame MP3 Compression V4,3,0.36075,0.1037774123977707
4218,Lame MP3 Compression V5,4,0.5075,0.08776237962033695
4218,Lame MP3 Compression V6,5,0.722,0.07507847366060942
4218,Lame MP3 Compression V7,6,0.70325,0.06783967884520938
4218,Lame MP3 Compression V8,7,0.74025,0.06354765006085712
4218,Lame MP3 Compression V9,8,0.88,0.050810360658538146
4219,Lame MP3 Compression V1,0,0.03,0.13913860477034443
4219,Lame MP3 Compression V2,1,0.0555,0.11735816019303452
4219,Lame MP3 Compression V3,2,0.0945,0.1012150071533813
4219,Lame MP3 Compression V4,3,0.159,0.08584057568704491
4219,Lame MP3 Compression V5,4,0.37275,0.06828809976297752
4219,Lame MP3 Compression V6,5,0.55875,0.054579231705494224
4219,Lame MP3 Compression V7,6,0,0.05035126305225171
4219,Lame MP3 Compression V8,7,0,0.0448420917768145
4219,Lame MP3 Compression V9,8,0,0.03345540347205911
4220,Lame MP3 Compression V1,0,0.03025,0.1504131878456578
4220,Lame MP3 Compression V2,1,0.0365,0.12965770536610366
4220,Lame MP3 Compression V3,2,0.07175,0.11966432491298498
4220,Lame MP3 Compression V4,3,0.18225,0.10608357711772116
4220,Lame MP3 Compression V5,4,0.44,0.08558433516260597
4220,Lame MP3 Compression V6,5,0.65825,0.07110674553180585
4220,Lame MP3 Compression V7,6,0.6075,0.06341952979863766
4220,Lame MP3 Compression V8,7,0.5865,0.058294719309858856
4220,Lame MP3 Compression V9,8,0.86875,0.04289359612222673
4221,Lame MP3 Compression V1,0,0.04775,0.14578067672238076
4221,Lame MP3 Compression V2,1,0.07175,0.12816958825927435
4221,Lame MP3 Compression V3,2,0.1935,0.1200978393803506
4221,Lame MP3 Compression V4,3,0.33425,0.1078679168365267
4221,Lame MP3 Compression V5,4,0.56625,0.09319200978393803
4221,Lame MP3 Compression V6,5,0.76475,0.08157358336730534
4221,Lame MP3 Compression V7,6,0.7545,0.07246229107215654
4221,Lame MP3 Compression V8,7,0.96075,0.06237260497350183
4221,Lame MP3 Compression V9,8,0.9675,0.04995923359152059
4222,Lame MP3 Compression V1,0,0.0565,0.13721973094170403
4222,Lame MP3 Compression V2,1,0.129,0.11838565022421525
4222,Lame MP3 Compression V3,2,0.17725,0.10664492458214431
4222,Lame MP3 Compression V4,3,0.39675,0.09013452914798206
4222,Lame MP3 Compression V5,4,0.55325,0.07117814920505504
4222,Lame MP3 Compression V6,5,0,0.06029351814105177
4222,Lame MP3 Compression V7,6,0.6195,0.054851202609050145
4222,Lame MP3 Compression V8,7,0.59675,0.05393395841826335
4222,Lame MP3 Compression V9,8,0.7565,0.0425346514472075
4223,Lame MP3 Compression V1,0,0.02725,0.1330615572768039
4223,Lame MP3 Compression V2,1,0.05275,0.11080309824704443
4223,Lame MP3 Compression V3,2,0.09875,0.09209131675499388
4223,Lame MP3 Compression V4,3,0.174,0.07423562984101101
4223,Lame MP3 Compression V5,4,0.546,0.054178556869139825
4223,Lame MP3 Compression V6,5,0,0.04732980024459845
4223,Lame MP3 Compression V7,6,0.67725,0.04788014675907053
4223,Lame MP3 Compression V8,7,0.66625,0.036689767631471665
4223,Lame MP3 Compression V9,8,0,0.02252853648593559
4224,Lame MP3 Compression V1,0,0.038,0.14039951080309826
4224,Lame MP3 Compression V2,1,0.08775,0.11593966571545047
4224,Lame MP3 Compression V3,2,0.094,0.09881777415409702
4224,Lame MP3 Compression V4,3,0.20225,0.08316347329800244
4224,Lame MP3 Compression V5,4,0.43075,0.06567468406033429
4224,Lame MP3 Compression V6,5,0.559,0.05307786384019568
4224,Lame MP3 Compression V7,6,0,0.048247044435385245
4224,Lame MP3 Compression V8,7,0.60975,0.04500611496127191
4224,Lame MP3 Compression V9,8,0,0.034055238483489604
4225,Lame MP3 Compression V1,0,0.06875,0.14602527517325722
4225,Lame MP3 Compression V2,1,0.101,0.12474520994700367
4225,Lame MP3 Compression V3,2,0.16325,0.1134936812066857
4225,Lame MP3 Compression V4,3,0.343,0.09735018344883815
4225,Lame MP3 Compression V5,4,0.505,0.07753770892784345
4225,Lame MP3 Compression V6,5,0.655,0.06481858948226661
4225,Lame MP3 Compression V7,6,0.6105,0.058520179372197306
4225,Lame MP3 Compression V8,7,0.57725,0.055646147574398695
4225,Lame MP3 Compression V9,8,0.764,0.04240216061964941
4226,Lame MP3 Compression V1,0,0.0485,0.1422134910636117
4226,Lame MP3 Compression V2,1,0.106,0.12350793277956909
4226,Lame MP3 Compression V3,2,0.20325,0.11479575494864513
4226,Lame MP3 Compression V4,3,0.37,0.10275245030001495
4226,Lame MP3 Compression V5,4,0.56375,0.08724989857145908
4226,Lame MP3 Compression V6,5,0.76475,0.07571907497170678
4226,Lame MP3 Compression V7,6,0.75775,0.06668659648523415
4226,Lame MP3 Compression V8,7,0.88475,0.05906344088317567
4226,Lame MP3 Compression V9,8,0.95125,0.047756827742307446
4227,Lame MP3 Compression V1,0,0.031,0.15458622095393396
4227,Lame MP3 Compression V2,1,0.0875,0.1342845495311863
4227,Lame MP3 Compression V3,2,0.11075,0.12254382388911537
4227,Lame MP3 Compression V4,3,0.278,0.1078679168365267
4227,Lame MP3 Compression V5,4,0.51875,0.09196901752955565
4227,Lame MP3 Compression V6,5,0.69925,0.07802690582959641
4227,Lame MP3 Compression V7,6,0.657,0.07099470036689767
4227,Lame MP3 Compression V8,7,0.723,0.06885446392172849
4227,Lame MP3 Compression V9,8,0.8975,0.05353648593558907
4228,Lame MP3 Compression V1,0,0.06025,0.13624133713819814
4228,Lame MP3 Compression V2,1,0.07475,0.11520587036282104
4228,Lame MP3 Compression V3,2,0.1995,0.10077456176110884
4228,Lame MP3 Compression V4,3,0.403,0.08683245006114962
4228,Lame MP3 Compression V5,4,0.5355,0.07032205462698736
4228,Lame MP3 Compression V6,5,0.62325,0.06151651039543416
